transcript,comic_id
"- Frage: woher wissen Sie, welche Management-Methode am besten funktioniert?
- Beweist die Existenz tausender Management-Bücher nicht logischerweise, dass niemand weiss, was am bestenist?
- Der Trick ist, zu wissen, welches man liest. Jetzt machen Sie mich wütend.",050117
"- Elbonien hat einen schlechten Ruf. Wir brauchen Ihre Hilfe, um unser Image aufzupolieren.
- Das Problem begann, als wir ein Volk von Kobolden unter unserer Schlammschicht entdeckten.
- Jetzt sind sie unser wichtigster Exportartikel, aber wir haben die Gegenreaktion der Vegetarier unterschätzt.",050118
"- PR für Elbonien Der Export von Kobold-Fleisch hat Ihnen eine schlechte Presse eingebracht.
- Unsere Anzeigenkampagne stellt einen Kobold in den Mittelpunkt, der erklärt, dass sie gerne gegessen werden.
- Elbonier sind unsere besten Freunde. Jetzt entschuldigen Sie mich, ich muss mich weich klopfen.",050119
"- PR für Elbonien Sie müssen Einfluss bei der Regierung kaufen.
- Das hört sich teuer an, aber es ist preiswerter, als Sie glauben!
- Kaugummi? Meine Stimme haben Sie!",050120
"- Mein Job regt meinen Geist nicht an.
- Wenn Sie Tiger wollen, müssen Sie ihnen Tigerfutter geben.
- Das ist nur eine Metapher. Bitte geben Sie mir kein Zebra zu essen.",050121
"- Die neue Produktwerbung hat schon Design-Preise gewonnen!
- Das ist toll, aber unser Produkt kann nichts von dem, was Sie hier behaupten!
- Nun, wem sollen wir glauben
- einem preisgekrönten Designer oder dem Kerl, der immer meckern muss?",050124
"- Wir sollten vielleicht einige der Behauptungen in unserer Werbung abmildern. Welche?
- Zum Beispiel hier: ""Verschafft diplomatische Immunität gegen alle gegenwärtigen und zukünftigen Verbrechen.""
- Das ist dichterische Freiheit. ""Verwandelt gebrauchtes Motoröl in Fruchtsaft.""",050125
"- Können Sie das für unseren Vorstand zusammen fassen?
- Ja, aber das wird die Überzeugungskraft des Dokuments zerstören und uns Millionen wegen versäumter Gelegenheiten kosten.
- Ich verstehe Ihr Argument, aber Geschwätzigkeit ist auch nicht gut.",050126
"- Ich plane, ein Spielkasino für Menschen mit außergewöhnlichem Pech zu eröffnen.
- Wie kannst Du wissen, ob jemand aussergewöhnliches Pech hat?
- Das sind die, die mein Kasino besuchen.",050127
"- Spielbankenaufsicht Mein Konzept sieht ein Kasino nur für Idioten vor.
- Stellen Sie sich einen Raum voll vergesslicher Tölpel vor, die ich zu meinem persönlichen Nutzen ausnehme.
- Wann würde das Konzept starten? Vor etwa einer Miute.",050128
"- Ich suche einen Mann, der kocht, putzt und die Kinder erzieht, während ich Karriere mache.
- So ein Mann würde mich total antörnen.
- Ju-huu! Möchte jemand Zitronenschnitze?",050131
"- Bobby, ich suche einen Hausmann, der mich in meiner Karriere unterstützt.
- Verzeihung, ich dachte gerade an Schokolade und habe nicht verstanden, was Sie sagten.
- Das erfordert noch einige Arbeit. Brrr, ist mir kalt. Jetzt ist mir heiss, jetzt ist mir kalt.",050201
"- Falls wir heiraten, würde es Dich stören, zu Hause die Kinder zu erziehen?
- Ich liebe Kinder. Das wäre ein sehr schönes Leben.
- Gut, jetzt stell' Dir vor, es gibt keine Kinder und Du bist praktisch mein unbezahlter Haushälter. Darf ich bügeln?",050202
"- Wäre es falsch, einen Mann nur wegen seiner häuslichen Fähigkeiten zu heiraten?
- Machen Sie einen Vergleich zwischen den Kosten einer Ehe und den gleichen Dienstleistungen, von dressierten Affen erbracht.
- Es liegt nicht an Dir,,,es liegt an mir...und einem Überschuss an dressierten Affen.",050203
"- Catbert, der böse Personalchef Ich möchte daran erinnern, dass Entlassungen die Arbeitsmoral verbessern können.
- Entlassunge zeigen, dass das Management zu harten Massnahmen fähig ist, un das Ruder herum zu reissen!
- Sie haben recht! Ich fühle mich schon optimistischer! Übrigens sind sie gefeuert.",050204
"- Sie müssen zu einer Kundenberatung ins Ausland fliegen. Was soll ich anziehen?
- Berater sollten immer einen Tick besser angezogen sein als der Kunde.
- Was ist besser
- der Engel oder der Blitz? Nimm beides. Im Vatikan kann man nicht übertrieben gekleidet sein.",050207
"- Es ist, weil ich eine Beratung im Vatikan mache.
- Man sagte mir, Berater sollten immer einen Tick besser gekleidet sein als der Kunde.
- Sind Sie nicht beunruhigt? Worüber?",050208
"- Bitte bleiben Sie angeschnallt sitzen. Wir sind von einer riesigen Hand ergriffen worden.
- Ich hoffe, das hat nichts mit meiner Kleidung für den Besuch im Vatikan zu tun.
- ...wie sich heraus stellte, war es ein Mann mit einer riesigen Hand, der sagte ""Ich dachte, das wäre lustig."" Hehe! Riesige Hand.",050209
"- Mal sehen...Ihre Charakterfehler sind in Kapitel 23 beschrieben.
- Ich gebe Ihnen eine Fotokopie, dann können Sie sich selbst reparieren.
- Bücher sind voller Information.",050210
"- Trinken Sie mal eine Weile Entkoffeinierten. Das sollte helfen.
- Es ist bequemer, wenn ich den ganzen Kaffee gegen koffeinfreien austausche.
- Muss...Gegengift...finden...",050211
"- Die Firma nimmt eine einmalige Herausforderung an, um den Wert unserer Fusion aufzuschreiben.
- Die Zahl ist so groß, dass Sie keinen Namen hat. Unsere Marketing-Abteilung kümmert sich darum.
- Wer ist für ""Zauberzillion""?",050214
"- Wir müssen unsere Rekordverluste so darstellen, dass das Management nicht da steht wie...
- Eine Horde besoffener Affen? Genau.
- Grafikabteilung Sie möchten in eine ganz andere Richtung gehen.",050215
"- Ein guter Manager muss wie ein Manager riechen.
- Ihr Atem sollte eine feurige Ausstrahlung haben, die klar macht: ""Stimme mir zu oder sterbe"".
- Versuchen Sie ""Dogberts Manager Atemverstärker"", eine Mischung aus Zigarettenkippen, Mistgabeln und Kaffee.",050216
"- Buchhaltungstrolle Was würde mit unserem Gewinn geschehen, wenn wir diese idiotischen Fehler abschreiben?
- WOMM!
- Und was kann im schlimmsten Fall passieren?",050217
"- Hier ist die Pressemitteilung über unseren Rekordverlust.
- ""Der Vorstandschef trat zurück, nachdem er 100 Millionen mehr verdient hatte, als die ganze Firma unter seiner Leitung"".
- ""In einer Botschaft an die Aktionäre sagte er ""Haha! Vielleicht hätten sie besser Anteile an mir kaufen sollen! Wer lacht am besten?""",050218
"- Meine Firma hat eine Zauberzillion Dollar verloren. Ich schäme mich, den Leuten zu sagen, wo ich arbeite.
- Habe nie Angst, die Wahrheit über Dich zu sagen.
- Weil ehrlich am längsten währt? Weil Dir ohnehin keiner zuhört.",050221
"- Das höhere Management weiss, dass Schlüsselstellungen auch in schweren Zeiten besetzt gehalten werden müssen.
- Darum leistet es sich selbst hohe Bonuszahlungen, um nicht zu gehen.
- Das heisst, Sie erpressen sich selbst? Bei Ihnen klingt immer alles so negativ.",050222
"- Die Zukunft der Firma hängt vom Ertrag durch neue Produkte ab.
- Frage: Haben Sie deshalb die Entwicklungsabteilung geschlossen?
- Wenn Sie so schlau sind, beschreiben Sie doch mal unsere Zukunft ohne ""dem Untergang geweiht"" zu verwenden.",050223
"- Wir haben die höchste Rendite der ganzen Branche!
-
- Anscheinend soll ich das vor Kunden nicht sagen.",050224
"- Die Falltür wirkt durch unsere Politik der offenen Tür, um die auszusieben, die sich dauernd beklagen.
- Verärgerte Angestellte werden schonend in den Stosszeiten-Verkehr entsorgt.
- Ich darf diese Falltür nicht vergessen.",050225
"- Biep di biep dibiep biep biep Alle zwei Minuten.
-
- Haben Sie mein Handy gesehen? War es silbern, laut und liess sich runterspülen?",050228
"- Ich habe das Meeting einberufen, um mein Projekt auf seine Machbarkeit zu prüfen.
- GLÜHENDE EICHHÖRNCHEN FRESSEN MEINE ZUNGE!!!
- Was?",050301
"- Wenn Sie ein grosser Führer sein wollen, lesen Sie die Bücher, welche Führer seit Jahrhunderten inspiriert haben.
- Die ersten Pyramiden wurden beispielsweise erbaut, als ein zwölfjähriger Pharaoh dieses Buch gelesen hatte.
- ""Sachen, die aus der Entfernung unanständig aussehen"".",050302
"- Inzwischen in der Hölle... Du hast eine Glückssträhne, Schneemann!
- Aber mal sehen, was Dein Glück macht, wenn ich die Heizung hoch stelle!
- Ja, genau! Der Ofen ist schon wieder kaputt! Vier Damen.",050303
"- Fassen Sie den Prototypen nicht an, oder Sie kriegen einen Schlag! Ich muss!
- ZAPP!!
- Fassen Sie ihn nicht noch einmal an. Muss...noch mal...berühren...",050304
"- Dilbert am Apparat. Hi, ich bin Wirtschaftsreporter der Wall Times Gazette.
- Ich schreibe eine Story darüber wie däml...ich meine dynamisch Ihre neue Produktreihe ist.
- Er versprach mir, den amüsanten Spitznamen, den ich für unseren Chef habe, nicht zu drucken. Du bist so dynamisch.",050307
"- Sehen Sie nur, was einer unserer Ingenieure einem Reporter erzählt hat!
- ""Unsere Technologie ist veraltet, aber wir kompensieren das, indem wir Beschwerden nicht beachten.""
- Wissen Sie, was mahr Spass macht, als diese Probleme zu lösen? HEXENJAGD!!!",050308
"- Betriebs-Hexenjagd Alice, haben Sie einem Reporter erzählt, unsere Produkte wären Mist?
- Ich schwöre bei der Ehre meiner Familie und allem, was mir heilig ist, ich war es nicht.
- Das soll wohl heissen, dass Sie meine Wünschelrute der Lüge bezichtigen.",050309
"- Betriebs-Hexenjagd Ich habe die Liste auf siebzehn Verdächtige reduziert, die mit dem Reporten gesprochen haben könnten.
- Jetzt prüfen wir Ihre E-Mail-Archive, Telefonaufzeichnungen und Sprachmuster, bis wir den Übeltäter identifiziert haben.
- Und dann können wir alle bestrafen, nur weil sie auf der Listen standen. Ich mag Ihre Art zu kränken.",050310
"- Unsere Strategie ist, Einkommen mit neuen Produkten zu erzielen.
- Wie offensichtlich muss eine Idee sein, ehe wir aufhören, sie Strategie zu nennen?
- Und wir wollen Ausschuss vermeiden. Wir werden Sie vermissen.",050311
"- Carol, drucken Sie unsere Firmenwebsite aus und machen Sie einen Hefter daraus, dann kann man sie leichter ansehen.
- Okay, ich übersetze sie auch noch in Klingonisch, dann wird es noch leichter.
- Und mich mache die Lexika-Herausgeber darauf",050312
"- aufmerksam, dass ""leichter"" ""blöder"" bedeutet. Lassen Sie die aus dem Spiel.",050313
"- Unsere Firewall lässt keine Mails mehr hinein oder hinaus.
- Offensichtlich hat die Software entschieden, dass alles, was wir tun, wertloser Mist ist.
- Ich fürchte, sie entwickelt Gefühl. Unser einzige Abwehrt. ist, wenn Sie sie zu Tode",050314
"- demoralisieren. Sagen Sie ihr, sie soll sich einen Termin geben lassen.",050315
"- Wenn Sie bemerken, dass jemand unsere neuen Ethik-Verhaltensregeln verletzt, berichten Sie mir das sofort.
- Ich möchte berichten, dass unser Management anordnet, Waren auszuliefern, von denen wir wissen, dass sie fehlerhaft sind.
- Gut. Ich kümmere mich darum. Oooh! Oooh! Lügner!!! Ich werde einen Bericht über Sie machen!",050316
"- Klingeling. ring
- Während Du im Büro warst, sind Deine Kinder erwachsen geworden und ausgezogen.
- Noch nie hat einer meiner Pläne so gut funktioniert.",050317
"- Vor ein paar Jahren Die Firma stellt keine kostenlose Limonade mehr zur Verfügung.
- Dieses Jahr Kein Gratiskaffee und kein Wasser mehr umsonst.
- In der Zukunft Schlucken Sie Ihren Speichel nicht.",050318
"- Das Müllmäleon polstert sein Nest mit bedrucktem Abfall aus.
- Ein Räuber liegt auf der Lauer.
- Das rasch reagierende Müllmäleon nutzt seine Anpassungsfähigkeit.",050321
"- Tina, würden Sie...
- Moment, ich schreibe nur eben dies E-Mail fertig.
- Das ist eine zwölfseitige Beschreibung meiner Sehnenscheidenentzündung und der Tatsache, dass ich nie genügend Zeit habe, meine arbeit zu machen.
- Sind alle Ihre Probleme selbstverschuldet? Nur zu! Ich füge ein Kapitel über Sie hinzu. Aua, aua, aua, aua!",050322
"- Ich habe festgestellt, dass tote Leute eien Menge wissen. Im Fernsehenquatschen die immer mit Medien.
- Wir könnten alle Software-Tester umbringen und durch ein einziges Medium ersetzen.
- Sehen Sie irgendein Problem? Wenn die Toten lügen, wie würden wir sie dann bestrafen können?",050323
"- Sie sind der einzige, der das vorgeschriebene Online Six-Sigma-Training nicht zu Ende gemacht hat.
- Ich habe es beendet, aber das System brach zusammen, ehe ich meine Daten sichern konnte.
- Und jetzt sagen Sie ""Sie brauchen das Training nicht noch mal zu machen, ich mache einfach einen Haken hinter Ihren Namen"". Sind Sie neu auf diesem Planeten?",050324
"- Ich muss diesen Stahlstift irgendwie in U-Form bringen. Da kümmere ich mich drum.
- Ich habe den begehrten ""Stahl-Stift-Preis"" für Ingenieruskunst gewonnen. Was??!!
- Ich denke, damit sollte gewürdigt werden, dass ich am meisten in der Abteilung verdiene...und ein Mann bin...",050325
"- Für fünfhundert Dolar benenne ich ein subatomares Teilchen nach Dir.
- Zu meinen zufiedenen Kunden gehören Arthur Quark und George Meson.
- Dazu gibt es ein unsigniertes Zertifikat.
- Ich mag's, wenn's sauber ist.",050328
"- Ich habe ein paar Anmerkungen gemacht. Mit Freuden werde ich diese unnötigen Änderungen in dieses überflüssige Dokument einarbeiten.
- Hören Sie auf, fröhlich zu sein. Kann ich pfeifen und tanzen, während ich arbeite?",050329
"- In unserer neuen Werbekampagne setzen wir bekannte Musik von Künstlern ein, die damit einverstanden sind.
- Wegen des knappen Budgets beschränken wir uns auf Musiker, die schon tot, aber noch nicht vollständig verwest sind.
- MAKEUP!!!",050330
"- Wie verlangt, beinhaltet dieses Preisangebot absolut alle Nebenkosten, die noch auftauchen könnten!
- Wenn das stimmt, haben Sie sicher nichts dagegen, die ""Alice Zusatzvereinbarung"" zu unterzeichnen.
- ""Im Falle versteckter Nebenkosten wird der Kunde den Verkäufer wiederholt schlagen und dabei ""Sie miese Ratte"" brüllen"". Füller?",050331
"- Damit ist mein Zwei-Stunden-Vortrag am Ende. Noch Fragen?
- Wollten Sie, dass der Vortrag unverständlich bleibt, oder leiden Sie an einer seltenen Powerpoint-Behinderung?
- Gibt es irgendwelche Fragen zum Inhalt? War da ein Inhalt?",050401
"- Wir können entweder abwarten, bis die Softwarekommission unseren Plan genehmigt hat...
- Oder wir können wie die Adler fliegen, ohne Genehmigung handeln und Millionen Dollar sparen!
- Bitte lass' Dich nicht von der Metapher verwirren. Seit wann benutzen Adler Software?",050404
"- Nach montatelanger Arbeit habe ich jetzt unser Angebot für das riesige Galaktikus-Projekt fertig. Gut!
- Wenn es nur eine Minute zu spät eingereicht wird, sind wir disqualifiziert. Die Zukunft unserer Firma hängt davon ab, daß wir diesen Auftrag bekommen.
- Der hält mich wohl für einen...oh, was ist das? Irischer Volkstanz-Unterricht, 10% Rabatt",050405
"- Und Sie habe unsere oberste Priorität vermasselt, nämlich die Ausschreibung für das Galaktikus-Projekt zu gewinnen!
- Nur deshalb, weil das Angebot abgeben wollten, sich stattdessen von irischem Volkstanz-Unterricht ablenken ließen und vergaßen, es zur Post zu bringen!
- Ich kann nicht fassen, daß Sie die Schuld auf die Iren abwälzen wollen!",050406
"- Sagen sie mir, weshalb Sie einen neuen Server brauchen.
- Und ich wünsche nicht die Idiotenversion für Manager zu hören. Ich will die volle technische Begründung.
- Frühe Zivilisationen hatten keinen Begriff von Null. Weiter.",050407
"- Ich brauche eine Beschreibung Ihres Projektes und die veranschlagten Kosten. Das ist unmöglich.
- Das Projekt-Unsicherheits-Prinzip besagt, daß, wenn Sie ein Projekt verstehen, seine Kosten nicht kennen und umgekehrt.
- Das haben Sie sich gerade ausgedacht. Das macht es nicht unrichtiger.",050408
"- Das Wetter verschlechtert sich. Vielleicht sollten wir das Büro schließen. Nein.
- Die Vorhersage lautet auf Schneestürme, Eisregen, Tsunamis, tödliche Lavaströme und präzisionsgesteuerte Kugelblitze.
- Und radioaktiv verstrahlte Killerbienen. Kaufen Sie sich Winterreifen, Sie Baby.",050411
"- Das ist meine Nemesis, der spitzhaarige Carl. Er leitet unsere Software-Abteilung.
- Notieren Sie ein paar Gründe, weshalb er an mich berichten sollte. Ich werde das heimlich unserem Vizepräsidenten zustecken.
- Beginnen Sie mit der Feststellung, daß es zwischen Hard- und Software keinen wesentlichen Unterschied gibt. Ich bin unrein!",050412
"- Unser Ziel ist nichts weniger als die komplette Übernahme der Softwareabteilung des spitzhaarigen Carls.
- Wir fangen heimlich damit an, ihre Arbeit zusätzlich zu unserer zu erledigen. Dann verlange ich, daß er an mich berichten soll.
- Rein hypothetisch, falls das Komplott auffliegt, würden wir dann aufhören, doppelte Arbeit für das gleiche Geld zu leisten?",050413
"- Ich versuche, ihm seine Sprachfähigkeit zu nehmen.
- Ich benutze Wörter in falschem Zusammenhang und warte, bis er das übernimmt.
- Carol, könnten Sie dieses Doktorand einspachteln und per Mail verschwenden? Aber verschiss doch!",050414
"- Tina, wir brauchen ein paar zufriedene Kundenaussagen für unsere Website.
- Das einzige, was wir haben, sind diese Beschwerdebriefe. Ändern Sie einfach ein paar Wörter.
- ""Diebe in ""Liebe"" ändern, schon ist der hier fertig. Trotzdem etwas verstörend...",050415
"- Der Mann der keine direkten Antworten geben konnte Haben Sie den Chef um Genehmigung gefragt?
- Ich erkläre Ihnen jetzt den Ablauf der Bewilligung.
- Möchten Sie das auf die harte Weise regeln? Erst berufen Sie ein Meeting ein.",050418
"- Ich habe beschlossen, mehr Zeit darauf zu verwenden, Dinge zu kritisieren, von denen ich nichts verstehe.
- Ich finde, wir sollten den Kyoto-Vertrag mit einer Einheitssteuer bis zum Sicherheitsrat belegen!
- Wäre das nicht unfair gegenüber den Stammzellen? Pah!",050419
"- Nun möchte ich Walter dafür auszeichnen, daß er fünf Jahre für diese Firma gearbeitet hat.
- Danke, aber ich bin seit dreißig Jahren hier...oh, jetzt habe ich es verstanden.
- Ich fühlen einen Krankheitstag heraufziehen.",050420
"- Wie ist die Priorität in Ihrer Etatanforderung? Höher geht's nicht.
- Jeder bezeichnet seinen Etat als höchste Priorität. So führt man das Prioritätensystem ad absurdum!
- Nennen Sie mir eine Sache, die alle als niedrige Priorität einstufen würden. Was immer immer Sie tun.",050421
"- Unsere Rechtsabteilung hat Anweisung gegeben, alle Dokumente zu vernichten, die beweisen, daß unsere Produkte äußerst defekt sind.
- MAMPF MAMPF MAMPF KAU KAU KAU
- Haben Sie noch Platz für die Nutzerhandbücher?",050422
"- Alice, ich habe festgestellt, daß Sie immer klicken, wenn ich komme.
- Offensichtlich nutzen Si Ihre Arbeitszeit, um sich unbeshcreiblich schmutzige Bilder anzusehen.
- Und warum erscheint Ihnen das so offensichtlich? Lassen Sie mich dabei aus dem Spiel.",050425
"- In letzter Zeit scheinen mich alle Menschen, mit denen ich zu tun habe, enttäuschen zu wollen.
- Jedes Meeting beginnt zu spät, jede Antwort führt in die Irre, jeder Termin wird verschlampt und jede Arbeit schlecht erledigt.
- Ich schätze, ich brauche jetzt ein wenig Mitgefühl. Du verstellst mir die Aussicht auf die Wand.",050426
"- Eine gewisse Tiffany hat mit eine E-mail geschickt...
- YAGGA WAGGA!!
- Jemand hat den Spam-Filter ausgeschaltet.",050427
"- Ich werfe gerade einen Kerl mit multipler Persönlichkeit raus.
- Ich bin erschöpft. Ich habe heute morgen den Cowboy, das kleine Mädchen und den Astronauten gefeuert. Nach dem Essen kündige ich den Zwillingen.
- Ich bin müde, aber es ist eine gesunde Müdigkeit. Darf ich den Schauspieler feuern?",050428
"- Alice, Sie haben dieses Jahr ganz alleine für eine Milliarde Dollar neue Produkte entworfen und marktreif gemacht.
- Für diese Leistung verleihe ich Ihnen das hoch begehrte Prädikat ""Genügt den Erwartungen""!
- Alice, wenn es unrecht ist, hohe Erwartungen an Sie zu stellen, dann will ich nicht recht haben.",050429
"- Ich werde jeden um seine Meinung fragen und dann eine Entscheidung treffen.
- Übersetzung: Sie folgen dem Rat desjenigen, der es schafft, am eindrucksvollsten daherzuschwätzen.
- Wie kommen Sie auf so verrückte Ideen? Sie ist kopfgesteuert.",050502
"- Unser neues Produkt hat eine halbe Million Code-Zeilen!
- Übersetzung: Es gibt nichts gutes an diesem Produkt, deshalb versuchen Sie, mich mit irrelevanten Zahlen zu beeindrucken.
- Sie können es sogar naturfarben haben! Sie lassen mir keine Wahl, ich muß beim Wegfahren Ihren Wagen verkratzen.",050503
"- klingel klingel klingel Der Boss naht. click
- Danke für das magische Manager-Amulett! Ich gebe zu, daß ich zunächst an seinen Kräften zweifelte.
- Aber seitdem ich es trage, habe ich keinen einzigen Angestellten mehr gesehen, der nicht hart gearbeitet hätte.",050504
"- Alice, ich weiß, die Zeiten sind hart. Aber Sie müssen mehr Optimismus zeigen.
- Versuchen Sie, in jeder schlechten Situation das Gute zu finden.
- Unsere gesamte Verkaufsmannschaft wurde von wilden Schweinen gefressen. Schweine sind niedlich.",050505
"- Meine Tastatur sieht genauso aus wie alle anderen.
- Ich brauche eher eine Management-Tastatur, mit speziellen Tasten und solchen Sachen.
- Und so wird aus dem ""b"" der neu entdeckte Buchstabe ""Jb"".",050506
"- Unser Mitbewerber hat ein System erfunden, um Breitband Internet Daten über das Stromnetz zu schicken.
- Ich möchte, daß Sie einen Weg finden, Daten über das Abwassernetz zu schicken.
- Ich dachte, das mache ich bereits.",050509
"- Asok, möchten Sie sich einem zum Scheitern verurteilten Projekt anschließen, um Internetdaten über das Abwasserntetz zu schicken?
- Aber sicher! Ich bin vielleicht jung und unerfahren, aber ich erkennen eine Chance, wenn ich sie sehe!
- Sie müssen unter dem Abwasser arbeiten und durch einen Strohhalm atmen. Ich kriege einen Strohhalm?!!",050510
"- Ich war noch nie vorher Projektmanager.
- Ich denke, ich sollte Ihre natürlichen Talente und Energien auf ein gemeinsames Ziel bündeln.
- Carol, habe Sie Kopien der Tagesordnung gemacht? Nein, hörte sich hart an.",050511
"- In nur einer Woche hat mein Projekt-Team eien Zeitplan erarbeitet und ein Budget aufgestellt.
- Nächate Woche wollen wir den Zeitplan revidieren und unser Budget neu formulieren. Gute Arbeit.
- Es muß tausen Arten geben, um zu sagen, daß man nichts getan hat. Moment...",050512
"- Sie müssen sich von Ihrem zum Scheitern verurteilten Projekt abseilen, ehe Sie die Schuld bekommen.
- Mein Assistent bringt Ihnen bei, wie Sie Ihre Projektmanagerhaut abstreifen. Hallo!
- Au! Au! Au! Wie bin ich? Eindrucksvoll, aber wir meinten das metaphorisch.",050513
"- Ich habe mein Herzblut für das Projekt ""Internetdaten über das Abwassernetz"" gegeben.
- Aber ich glaube daran, daß wir junge Talente fördern sollten. Darum empfehle ich Asok als Projektleiter. Ich werde sein Mentor sein.
- Wow! Was soll ich als erstes tun? In Panik verfallen wäre nicht schlecht.",050516
"- Auf der Elitehochschule habe ich gelernt, mein riesiges Hirn zu nutzen.
- Aber ich versuche, gewöhnliche Menschen nicht mehr durch billige Zurschaustellung meiner geistigen Überlegenheit zu erschrecken.
- Zum Beispiel wärme ich meinen Tee nicht mehr auf, indem ich ihn an die Stirn halte und mir Feuer vorstelle.",050517
"- Seitdem ich Projektmanager geworden bin, hat niemand zurück gerufen oder meine Mails beantwortet.
- Zum Glück bin ich ein Elite-Absolvent und den meisten MEnschen auf der Welt geistig überlegen. Deshalb habe ich das Projekt alleine durchgezogen.
- Sind Sie müde? Ich bin darauf trainiert, nur an Feiertagen zu schlafen.",050518
"- Dilbert, kümmern Sie sich darum. Das hat höchste Priorität.
- Klar, ich lasse einfach meine anderen höchsten Prioritäten sausen, bis meine Karriere einem Trümmerhaufen gleicht.
- Was ist es denn?
- Keine Ahnung...Ich mochte es nur nicht auf meinem Schreibtisch haben.",050519
"- Wally, wie werde ich mit dem psychologischen Druck einer stagnierenden Karriere fertig?
- Denke dran, es ist sinnlos, nach den Sternen zu greifen, sie sind zu weit entfernt.
- Aber manchmal erwischt man einen Stern, oder? Das würde Dir glatt die Hand abbrennen.",050520
"- Mike der Veganer Ich benutze überhaupt keine tierischen Produkte!
- Ihre Kleider wurden auf Nähmaschinen gefertigt, die Elektrizität aus Kohle und Öl benötigen. Und die stammen von toten Dinosauriern.
- Ich muß wohl anfangen, Ausnahmen zuzulassen.",050523
"- Wo wollen wir essen? Mir egal.
- Plötzlich taucht Mike, der Veganer auf. Was dagegen, wenn ich mitkomme?
- Bald stellt sich Hunger ein. Nein, von den fünfzig Sachen kann ich nichts essen. Was gibt es noch?",050524
"- Die technische Lösung ist einfach und preiswert.
- Aber die interne Zustimmung zu bekommen, würde ein Vermögen kosten, weil Heerscharen von Management-Tölpeln damit befaßt wären.
- Also lassen Sie es mich einfach tun, ja? Haben Sie mich eben Heerschar genannt?",050525
"- Haben Sie die Plastikkästen bestellt, die ich brauche? Sie haben zwei Wochen Lieferzeit.
- Wie ich höre, haben Sie meine Frage schlau vermieden und statt dessen eine imaginäre unter Einbeziehung von Lieferzeiten beantwortet.
- Jetzt träume ich davon, Ihren Schnurrbart abzureißen und damit Ihre Glatze zu polieren. Das höre ich oft.",050526
"- Ich empfehlem daß wir uns das große ganze aus tausend Meter Höhe betrachten.
- Treibend...über der Erde schwebend...Moment...Ein Flugzeug kommt direkt auf mich zu! Neein!
- Vielleicht sollten Sie sich vorstellen, im Flugzeug zu sitzen. Aah! Ich bin der Pilot!",050527
